受访者编号,z_外向社交,z_尽责自律,z_情绪稳定,z_开放好奇,z_宜人友善,舞曲,民谣,乡村,古典,音乐剧,流行,摇滚,金属/硬摇,朋克,嘻哈/说唱,雷鬼,爵士,摇滚乐,另类,拉丁,电音,歌剧
425,-0.0462,1.2344,-1.3798,1.6262,1.5543,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0
426,-0.6367,-0.7202,0.3097,-1.836,1.2478,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0
427,0.5443,-0.1617,-0.8166,1.6262,-0.5911,3.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0
428,-0.3415,-1.2786,-0.535,0.2945,0.9413,5.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
429,-0.6367,0.6759,1.1545,0.8272,-0.2846,2.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0
430,0.5443,-1.5578,-0.535,0.5609,-0.8976,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
431,-0.0462,0.6759,0.3097,-0.5044,-0.5911,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0
432,-1.2273,-1.837,0.3097,1.6262,-0.5911,2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0
433,-0.6367,0.3967,-1.3798,-0.2381,-0.5911,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0
434,1.1349,-0.4409,0.0282,0.2945,-0.5911,4.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0
435,0.5443,-0.9994,-0.8166,-1.5697,0.3283,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0
436,-0.3415,-1.2786,-1.6614,-1.0371,-1.2041,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0
437,-0.932,-0.4409,-1.0982,-1.0371,-0.2846,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0
438,-0.932,1.5136,-0.2534,1.0935,0.0218,1.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
439,0.5443,-0.4409,1.7177,-1.0371,0.3283,5.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0
440,0.5443,-0.7202,-0.8166,0.0282,-0.2846,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0
441,0.8396,-0.4409,0.0282,-0.2381,-0.5911,3.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
442,-0.3415,0.3967,-0.2534,-0.2381,0.0218,4.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
443,-0.3415,-0.1617,-0.2534,0.5609,0.9413,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
444,0.2491,-0.4409,-0.2534,0.8272,0.3283,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0
445,1.1349,-0.9994,0.3097,-0.5044,1.5543,4.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0
446,-1.2273,-1.2786,0.3097,-1.3034,-2.4301,4.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0
447,-1.8178,2.3512,-1.6614,1.6262,2.4738,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
448,0.8396,1.2344,0.5913,0.2945,0.9413,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0
449,-0.0462,-0.4409,-0.8166,-0.5044,0.3283,3.0,3.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0
450,0.5443,0.3967,0.3097,-0.5044,-1.5106,4.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0
451,0.5443,0.9551,1.4361,-0.7708,0.0218,3.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0
452,2.316,0.1175,0.0282,1.0935,1.5543,4.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0
453,-0.0462,0.1175,-0.535,-0.5044,0.3283,2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0
454,-0.0462,-0.9994,0.8729,0.2945,-1.5106,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0
455,-0.3415,-0.4409,-1.6614,0.0282,-0.5911,4.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0
456,-1.2273,0.3967,0.5913,-1.0371,0.6348,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0
457,-0.0462,-0.4409,1.7177,-0.5044,0.0218,4.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0
458,0.8396,0.1175,-0.2534,1.3598,0.3283,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0
459,0.2491,0.3967,0.3097,0.5609,-1.2041,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0
460,1.1349,-2.6747,0.5913,-0.7708,0.3283,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0
461,-0.3415,0.3967,0.0282,0.2945,-0.2846,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
462,-1.5225,0.3967,-1.0982,-0.5044,-0.5911,3.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0
463,-1.2273,-0.7202,-2.2246,-0.2381,-1.2041,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0
464,-0.6367,-1.2786,-1.3798,-0.5044,0.9413,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0
465,-0.0462,0.3967,1.4361,0.5609,0.9413,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0
466,0.2491,0.1175,0.0282,-1.3034,-0.8976,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0
467,-1.2273,-1.2786,-0.535,-2.1024,0.0218,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
468,-1.2273,1.2344,0.0282,-0.7708,-0.2846,3.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0
469,1.1349,0.6759,0.3097,-0.5044,1.5543,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0
470,-0.6367,0.6759,-0.8166,-0.7708,0.6348,4.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0
471,0.5443,0.3967,1.9993,-0.7708,-0.2846,4.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0
472,-2.7036,-0.1617,-0.8166,-2.635,-0.2846,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
473,-2.7036,2.3512,0.0282,-0.2381,0.9413,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
474,1.1349,0.6759,1.7177,0.0282,0.3283,5.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0
475,-0.3415,-1.837,0.0282,0.2945,0.3283,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0
476,0.2491,-0.4409,-0.2534,0.8272,-0.8976,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0
477,-0.3415,-0.7202,-0.2534,-0.5044,-0.5911,2.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0
478,0.8396,0.6759,-0.2534,0.2945,1.2478,5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0
479,0.2491,-0.4409,0.5913,0.0282,0.3283,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0
480,1.1349,-0.1617,-0.535,0.8272,1.5543,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0
481,-0.932,2.072,1.1545,1.8925,-1.2041,4.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0
482,-1.5225,0.1175,0.3097,-1.3034,0.0218,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
483,-0.0462,-0.7202,-0.8166,0.2945,0.6348,3.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0
484,-0.6367,-0.9994,-0.2534,-1.0371,-0.5911,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
485,-1.8178,-1.2786,-0.8166,-1.0371,-0.2846,4.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0
486,-0.932,-0.1617,-0.8166,1.6262,-1.2041,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
487,2.316,-2.1162,-1.943,0.0282,0.6348,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0
488,-0.6367,1.7928,0.8729,1.0935,0.9413,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0
489,1.7254,-0.4409,1.1545,1.0935,0.3283,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0
490,0.2491,0.1175,0.5913,-1.0371,-0.5911,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0
491,0.2491,-0.1617,0.8729,-0.5044,-0.8976,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0
492,-0.3415,-0.4409,-1.0982,1.3598,0.9413,3.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0
493,-0.0462,-0.9994,1.4361,-1.5697,-1.8171,4.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0
494,0.8396,1.2344,-1.3798,0.2945,0.3283,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0
495,0.2491,1.2344,-0.8166,0.0282,0.9413,2.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0
496,-0.932,0.9551,0.0282,-1.3034,1.2478,3.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0
497,-0.3415,0.6759,-0.535,0.8272,0.6348,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0
498,0.2491,-1.2786,0.3097,0.5609,-0.5911,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0
499,-1.5225,0.9551,1.4361,-0.2381,-0.8976,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0
500,0.8396,0.1175,-1.943,0.8272,0.0218,3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0
501,-0.6367,0.6759,-0.8166,-0.2381,0.0218,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0
502,-0.0462,1.5136,1.9993,-1.0371,-0.8976,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0
503,-0.6367,0.6759,-1.0982,0.2945,0.6348,2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0
504,1.1349,1.7928,1.9993,0.8272,1.5543,5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
505,0.2491,-0.1617,0.8729,-0.7708,-2.1236,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0
506,0.2491,-1.5578,1.7177,-1.3034,-1.5106,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
507,1.4302,0.1175,0.0282,-0.2381,-0.8976,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0
508,-0.932,0.6759,-0.2534,-0.5044,-0.2846,1.0,3.0,5.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0
509,2.316,0.3967,2.5625,-1.0371,1.2478,4.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0
510,1.4302,0.6759,1.9993,0.8272,1.2478,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0
511,-0.3415,0.9551,0.3097,0.5609,0.9413,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0
512,1.4302,1.7928,1.4361,0.8272,-1.8171,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0
513,0.2491,0.1175,1.4361,-0.7708,-1.5106,3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0
514,-0.932,-0.4409,1.1545,-1.3034,-1.2041,1.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0
515,-0.6367,-1.837,0.8729,-0.2381,-1.5106,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0
516,1.4302,1.5136,0.3097,-0.7708,2.1673,5.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
517,1.4302,0.1175,0.8729,1.8925,-1.2041,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0
518,1.4302,0.1175,-0.535,0.2945,-0.2846,4.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0
519,-0.3415,-1.837,-0.535,-0.5044,-1.2041,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0
520,0.8396,-0.7202,-1.6614,0.2945,0.3283,3.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0
521,0.5443,-1.2786,-1.6614,-0.2381,0.9413,5.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0
522,0.8396,-0.9994,0.3097,-0.2381,-1.2041,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
523,-0.3415,-0.7202,-0.2534,-1.3034,0.6348,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0
524,-0.932,-0.1617,0.3097,-0.5044,-0.8976,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,1.0,3.0
525,0.8396,-0.4409,0.0282,-0.2381,0.9413,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
526,0.5443,0.1175,1.1545,-0.2381,-0.8976,3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0
527,0.5443,0.1175,0.0282,0.0282,-0.8976,3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0
528,-2.4083,-0.7202,1.4361,-0.7708,0.3283,3.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0
529,-1.5225,-0.4409,0.3097,-1.3034,0.0218,1.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0
530,0.2491,0.1175,-0.8166,0.5609,0.3283,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0
531,-0.0462,0.1175,0.8729,0.5609,0.3283,2.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0
532,1.4302,-0.1617,0.5913,0.5609,0.3283,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0
533,-0.0462,-0.7202,0.8729,0.8272,0.3283,3.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0
534,-0.932,-1.2786,-0.8166,-0.2381,0.3283,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0
535,1.7254,-0.1617,1.1545,0.5609,1.8608,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,1.0
536,1.1349,-1.2786,0.3097,-0.5044,-0.2846,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0
537,-0.3415,-0.7202,0.8729,0.5609,-0.5911,3.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0
538,0.5443,-0.1617,-0.2534,-1.5697,0.6348,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0
539,-2.1131,-0.1617,-0.535,0.8272,0.6348,3.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0
540,0.2491,-0.4409,-0.535,0.8272,0.9413,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0
541,1.1349,-0.4409,0.0282,-1.0371,0.6348,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
542,0.8396,1.7928,0.5913,0.5609,0.0218,5.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0
543,-0.3415,1.5136,0.0282,-1.0371,0.0218,4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0
544,0.5443,0.6759,-0.2534,-0.5044,-0.5911,2.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0
545,-0.0462,-0.4409,-1.0982,-0.7708,0.6348,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
546,0.5443,1.5136,0.3097,0.8272,0.6348,3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0
547,-0.0462,0.1175,2.5625,0.8272,0.0218,1.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0
548,-1.5225,1.2344,-0.8166,-1.0371,0.0218,1.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0
549,-0.6367,0.6759,0.5913,-0.5044,1.5543,5.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0
550,0.5443,-0.9994,-1.943,1.0935,-1.2041,2.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0
551,-0.3415,-1.2786,-0.2534,-0.5044,0.6348,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
552,1.7254,-0.7202,-0.8166,1.8925,0.9413,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0
553,0.5443,0.9551,-1.0982,-1.0371,0.3283,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0
554,0.2491,0.6759,0.5913,0.2945,0.0218,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0
555,-1.2273,0.1175,-0.8166,-0.7708,0.9413,5.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0
556,0.5443,-0.4409,0.8729,-1.836,0.9413,3.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0
557,1.1349,0.6759,0.0282,0.5609,1.5543,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0
558,-0.3415,-0.4409,-0.8166,0.5609,1.5543,3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0
559,-0.0462,-1.2786,-1.3798,-2.635,0.9413,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
560,0.8396,-0.4409,-2.7877,0.2945,-0.8976,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0
561,0.2491,1.5136,0.0282,0.2945,1.5543,4.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0
562,0.8396,0.1175,1.1545,-1.836,-0.2846,5.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0
563,0.8396,0.1175,1.9993,-0.5044,0.0218,4.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0
564,0.5443,-0.1617,0.8729,-0.7708,-1.2041,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
565,0.5443,-1.5578,-2.2246,1.0935,-0.2846,5.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
566,0.2491,-0.7202,0.0282,0.0282,0.9413,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0
